status,character,skillType,rowType,officialLabel,baseLabel,baseLv10,officialLv10,multiplierCount,compositeOfficialLabel
same,卡提希娅,常态攻击,damage,重击伤害,重击伤害,2.08%*3+6.24%,2.08%*3 + 6.24%,20,
unmapped_official,卡提希娅,共鸣技能,damage,技能伤害,,,6.89%*3 + 8.86%,,
same,卡提希娅,共鸣回路,damage,普攻第一段伤害,普攻第一段伤害,6.49%,6.49%,20,
same,卡提希娅,共鸣回路,damage,普攻第二段伤害,普攻第二段伤害,3.63%+1.82%+1.82%+1.82%,3.63% + 1.82% + 1.82% + 1.82%,20,
same,卡提希娅,共鸣回路,damage,普攻第三段伤害,普攻第三段伤害,2.13%+2.13%+2.13%+4.26%,2.13% + 2.13% + 2.13% + 4.26%,20,
same,卡提希娅,共鸣回路,damage,普攻第四段伤害,普攻第四段伤害,2.74%*5,2.74%*5,20,
same,卡提希娅,共鸣回路,damage,普攻第五段伤害,普攻第五段伤害,7.20%+28.80%,7.20% + 28.80%,20,
same,卡提希娅,共鸣回路,damage,闪避反击伤害,闪避反击伤害,3.20%+3.20%+3.20%+6.39%,3.20% + 3.20% + 3.20% + 6.39%,20,
same,卡提希娅,共鸣回路,damage,上挑攻击伤害,上挑攻击伤害,4.54%*2,4.54%*2,20,
same,卡提希娅,共鸣回路,damage,重击伤害,重击伤害,4.28%+9.97%,4.28% + 9.97%,20,
same,卡提希娅,共鸣回路,damage,强化重击伤害,强化重击伤害,7.78%*2+3.89%,7.78%*2 + 3.89%,20,
same,卡提希娅,共鸣回路,damage,空中攻击第一段伤害,空中攻击第一段伤害,2.99%+2.99%+3.08%,2.99% + 2.99% + 3.08%,20,
same,卡提希娅,共鸣回路,damage,空中攻击第二段伤害,空中攻击第二段伤害,7.39%+7.39%+14.77%,7.39% + 7.39% + 14.77%,20,
same,卡提希娅,共鸣回路,damage,空中攻击第三段伤害,空中攻击第三段伤害,2.20%,2.20%,20,
same,卡提希娅,共鸣回路,damage,共鸣技能·此剑为潮浪之意伤害,共鸣技能·此剑为潮浪之意伤害,1.86%*4+17.36%,1.86%*4 + 17.36%,20,
same,卡提希娅,共鸣回路,damage,共鸣技能·凭风斩浪破敌伤害,共鸣技能·凭风斩浪破敌伤害,1.86%*2+7.03%*3,1.86%*2 + 7.03%*3,20,
same,卡提希娅,共鸣解放,damage,看潮怒风哮之刃伤害,看潮怒风哮之刃伤害,13.12%*7,13.12%*7,20,
same,卡提希娅,变奏技能,damage,此剑，为潮水的过去伤害,此剑，为潮水的过去伤害,2.08%*3+6.24%,2.08%*3 + 6.24%,20,
same,卡提希娅,变奏技能,damage,此剑，为自由的未来伤害,此剑，为自由的未来伤害,4.28%+9.97%,4.28% + 9.97%,20,
same,赞妮,常态攻击,damage,第一段伤害,第一段伤害,58.85%,58.85%,20,
same,赞妮,常态攻击,damage,第二段伤害,第二段伤害,79.53%,79.53%,20,
same,赞妮,常态攻击,damage,第三段伤害,第三段伤害,42.42%*3,42.42%*3,20,
same,赞妮,常态攻击,damage,第四段伤害,第四段伤害,67.60%*4,67.60%*4,20,
same,赞妮,常态攻击,damage,突破性进展伤害,突破性进展伤害,61.50%+17.58%*7,61.50% + 17.58%*7,20,
same,赞妮,常态攻击,damage,重击伤害,重击伤害,41.08%*4,41.08%*4,20,
same,赞妮,常态攻击,damage,空中攻击伤害,空中攻击伤害,104.98%,104.98%,20,
same,赞妮,常态攻击,damage,闪避反击伤害,闪避反击伤害,74.23%*3,74.23%*3,20,
same,赞妮,共鸣技能,damage,标准防卫预案伤害,标准防卫预案伤害,63.94%,63.94%,20,
same,赞妮,共鸣技能,damage,精准反击伤害,精准反击伤害,61.00%+121.99%,61.00% + 121.99%,20,
same,赞妮,共鸣技能,damage,集中压制伤害,集中压制伤害,86.19%+28.73%+172.37%,86.19% + 28.73% + 172.37%,20,
same,赞妮,共鸣技能,damage,破袭反击伤害,破袭反击伤害,86.19%+28.73%+172.37%,86.19% + 28.73% + 172.37%,20,
same,赞妮,共鸣回路,damage,重斩·破晓伤害,重斩·破晓伤害,198.81%,198.81%,20,
same,赞妮,共鸣回路,damage,重斩·将明伤害,重斩·将明伤害,424.07%,424.07%,20,
same,赞妮,共鸣回路,damage,重斩·终夜伤害,重斩·终夜伤害,135.20%+262.43%,135.20% + 262.43%,20,
same,赞妮,共鸣回路,damage,重斩·闪裂伤害,重斩·闪裂伤害,424.07%,424.07%,20,
same,赞妮,共鸣解放,damage,重燃伤害,重燃伤害,318.52%,318.52%,20,
same,赞妮,共鸣解放,damage,终绝将至之刻伤害,终绝将至之刻伤害,191.12%+1082.96%,191.12% + 1082.96%,20,
unmapped_official,赞妮,变奏技能,damage,技能伤害,,,24.24%*5 + 80.80%,,
same,坎特蕾拉,常态攻击,damage,第一段伤害,第一段伤害,79.53%,79.53%,20,
same,坎特蕾拉,常态攻击,damage,第二段伤害,第二段伤害,36.44%*4,36.44%*4,20,
same,坎特蕾拉,常态攻击,damage,第三段伤害,第三段伤害,72.57%*2,72.57%*2,20,
same,坎特蕾拉,常态攻击,damage,重击伤害,重击伤害,57.18%*2,57.18%*2,20,
same,坎特蕾拉,常态攻击,damage,浮潜幻海伤害,浮潜幻海伤害,53.05%*2,53.05%*2,20,
same,坎特蕾拉,常态攻击,damage,空中攻击伤害,空中攻击伤害,41.99%+62.99%,41.99% + 62.99%,20,
same,坎特蕾拉,常态攻击,damage,闪避反击伤害,闪避反击伤害,53.01%*4,53.01%*4,20,
same,坎特蕾拉,共鸣技能,damage,翩跹伤害,翩跹伤害,73.60%*2,73.60%*2,20,
same,坎特蕾拉,共鸣技能,damage,斑驳幻梦伤害,斑驳幻梦伤害,196.23%,196.23%,20,
same,坎特蕾拉,共鸣技能,damage,惊醒伤害,惊醒伤害,198.81%,198.81%,20,
same,坎特蕾拉,共鸣回路,damage,蛰幻第一段伤害,蛰幻第一段伤害,35.33%*3,35.33%*3,20,
same,坎特蕾拉,共鸣回路,damage,蛰幻第二段伤害,蛰幻第二段伤害,62.93%*2,62.93%*2,20,
same,坎特蕾拉,共鸣回路,damage,蛰幻第三段伤害,蛰幻第三段伤害,64.62%*4,64.62%*4,20,
same,坎特蕾拉,共鸣回路,damage,暗涌漩涡伤害,暗涌漩涡伤害,41.99%+62.99%,41.99% + 62.99%,20,
same,坎特蕾拉,共鸣回路,damage,感知汲取伤害,感知汲取伤害,667.99%*2,667.99%*2,20,
same,坎特蕾拉,共鸣回路,damage,掠影伤害,掠影伤害,75.09%*3,75.09%*3,20,
unmapped_official,坎特蕾拉,共鸣回路,healing,消耗【迷离】时治疗量,,,171 + 45.36%,,
same,坎特蕾拉,共鸣回路,healing,感知汲取治疗量,感知汲取治疗量,712+189.00%,712 + 189.00%,20,
same,坎特蕾拉,共鸣解放,damage,陷溺伤害,陷溺伤害,376.00%,376.00%,20,
same,坎特蕾拉,共鸣解放,damage,弥漫伤害,弥漫伤害,14.54%*21,14.54%*21,20,
same,坎特蕾拉,变奏技能,damage,点水伤害,点水伤害,42.25%*4,42.25%*4,20,
same,坎特蕾拉,变奏技能,damage,逐浪伤害,逐浪伤害,16.90%*3+118.30%,16.90%*3 + 118.30%,20,
same,菲比,常态攻击,damage,第一段伤害,第一段伤害,29.53%,29.53%,20,
same,菲比,常态攻击,damage,第二段伤害,第二段伤害,22.37%+27.34%,22.37% + 27.34%,20,
same,菲比,常态攻击,damage,第三段伤害,第三段伤害,14.24%*8,14.24%*8,20,
same,菲比,常态攻击,damage,重击伤害,重击伤害,41.35%*4,41.35%*4,20,
unmapped_official,菲比,常态攻击,damage,下落攻击伤害,,,46.23%*2,,
same,菲比,常态攻击,damage,闪避反击伤害,闪避反击伤害,21.58%*8,21.58%*8,20,
same,菲比,常态攻击,damage,夏弥尔之星·闪避反击伤害,夏弥尔之星·闪避反击伤害,43.84%*6,43.84%*6,20,
unmapped_official,菲比,共鸣技能,damage,技能伤害,,,62.63%*2,,
unmapped_official,菲比,共鸣技能,damage,【镜之环】反射圣辉伤害,,,14.92%*2,,
same,菲比,共鸣技能,damage,夏弥尔之星第一段伤害,夏弥尔之星第一段伤害,59.35%,59.35%,20,
same,菲比,共鸣技能,damage,夏弥尔之星第二段伤害,夏弥尔之星第二段伤害,39.77%*2,39.77%*2,20,
same,菲比,共鸣技能,damage,夏弥尔之星第三段伤害,夏弥尔之星第三段伤害,28.93%*6,28.93%*6,20,
same,菲比,共鸣回路,damage,圣祷赦罪伤害,圣祷赦罪伤害,638.19%,638.19%,20,
same,菲比,共鸣回路,damage,显明告解伤害,显明告解伤害,187.88%,187.88%,20,
same,菲比,共鸣回路,damage,重击·星辉伤害,重击·星辉伤害,82.69%*3,82.69%*3,20,
unmapped_official,菲比,共鸣解放,damage,技能伤害,,,401.60%,,
unmapped_official,菲比,变奏技能,damage,技能伤害,,,198.81%,,
same,布兰特,常态攻击,damage,第一段伤害,第一段伤害,50.53%,50.53%,20,
same,布兰特,常态攻击,damage,第二段伤害,第二段伤害,50.70%+50.70%,50.70% + 50.70%,20,
same,布兰特,常态攻击,damage,第三段伤害,第三段伤害,22.06%*3+33.08%*2,22.06%*3 + 33.08%*2,20,
same,布兰特,常态攻击,damage,第四段伤害,第四段伤害,28.02%+22.42%*5,28.02% + 22.42%*5,20,
same,布兰特,常态攻击,damage,重击伤害,重击伤害,197.55%,197.55%,20,
same,布兰特,常态攻击,damage,重击·狂想即兴伤害,重击·狂想即兴伤害,168.99%,168.99%,20,
same,布兰特,常态攻击,damage,空中攻击第一段伤害,空中攻击第一段伤害,122.86%,122.86%,20,
same,布兰特,常态攻击,damage,空中攻击第一段长按伤害,空中攻击第一段长按伤害,33.25%+49.87%+41.56%*6,33.25% + 49.87% + 41.56%*6,20,
same,布兰特,常态攻击,damage,空中攻击第一段空翻伤害,空中攻击第一段空翻伤害,33.80%+59.15%,33.80% + 59.15%,20,
same,布兰特,常态攻击,damage,空中攻击第一段斩击伤害,空中攻击第一段斩击伤害,28.17%*3,28.17%*3,20,
same,布兰特,常态攻击,damage,空中攻击第二段伤害,空中攻击第二段伤害,84.92%+84.92%,84.92% + 84.92%,20,
same,布兰特,常态攻击,damage,空中攻击第二段长按伤害,空中攻击第二段长按伤害,32.87%*6,32.87%*6,20,
same,布兰特,常态攻击,damage,空中攻击第二段空翻伤害,空中攻击第二段空翻伤害,33.80%+59.15%,33.80% + 59.15%,20,
same,布兰特,常态攻击,damage,空中攻击第三段伤害,空中攻击第三段伤害,28.17%*6,28.17%*6,20,
same,布兰特,常态攻击,damage,空中攻击第三段空翻伤害,空中攻击第三段空翻伤害,33.80%+59.15%,33.80% + 59.15%,20,
same,布兰特,常态攻击,damage,空中攻击第四段伤害,空中攻击第四段伤害,101.53%+25.39%*3+76.15%,101.53% + 25.39%*3 + 76.15%,20,
same,布兰特,常态攻击,damage,闪避反击伤害,闪避反击伤害,38.03%*3+57.04%*2,38.03%*3 + 57.04%*2,20,
unmapped_official,布兰特,共鸣技能,damage,技能伤害,,,200.35% + 133.57%,,
same,布兰特,共鸣技能,damage,下落攻击伤害,下落攻击伤害,104.78%,104.78%,20,
same,布兰特,共鸣回路,damage,火焰归亡曲伤害,火焰归亡曲伤害,47.22%*2+94.44%+188.87%*2+1322.09%,47.22%*2 + 94.44% + 188.87%*2 + 1322.09%,20,
unmapped_official,布兰特,共鸣回路,healing,涛声喝彩治疗量,,,593 + 2.07,,
unmapped_official,布兰特,共鸣解放,damage,技能伤害,,,85.06%*4 + 340.21%,,
unmapped_official,布兰特,共鸣解放,healing,治疗量,,,950 + 3.32,,
unmapped_official,布兰特,变奏技能,damage,技能伤害,,,202.79% + 50.70%,,
same,洛可可,常态攻击,damage,第一段伤害,第一段伤害,73.18%,73.18%,20,
same,洛可可,常态攻击,damage,第二段伤害,第二段伤害,38.14%*3,38.14%*3,20,
same,洛可可,常态攻击,damage,第三段伤害,第三段伤害,33.80%*2+101.40%,33.80%*2 + 101.40%,20,
same,洛可可,常态攻击,damage,第四段伤害,第四段伤害,104.19%*2,104.19%*2,20,
same,洛可可,常态攻击,damage,重击伤害,重击伤害,168.99%,168.99%,20,
same,洛可可,常态攻击,damage,空中攻击伤害,空中攻击伤害,104.78%,104.78%,20,
same,洛可可,常态攻击,damage,闪避反击伤害,闪避反击伤害,68.90%*3,68.90%*3,20,
unmapped_official,洛可可,共鸣技能,damage,技能伤害,,,61.47%*8,,
same,洛可可,共鸣回路,damage,第一段伤害,第一段伤害,322.08%,322.08%,20,
same,洛可可,共鸣回路,damage,第二段伤害,第二段伤害,339.97%,339.97%,20,
same,洛可可,共鸣回路,damage,第三段伤害,第三段伤害,357.86%,357.86%,20,
unmapped_official,洛可可,共鸣解放,damage,技能伤害,,,278.34%*3,,
unmapped_official,洛可可,变奏技能,damage,技能伤害,,,168.99%,,
same,珂莱塔,常态攻击,damage,普攻第一段伤害,普攻第一段伤害,54.08%,54.08%,20,
same,珂莱塔,常态攻击,damage,普攻第二段伤害,普攻第二段伤害,39.55%+39.55%+52.73%,39.55% + 39.55% + 52.73%,20,
same,珂莱塔,常态攻击,damage,必要性手段第一段伤害,必要性手段第一段伤害,65.91%,65.91%,20,
same,珂莱塔,常态攻击,damage,必要性手段第二段伤害,必要性手段第二段伤害,60.08%+73.43%,60.08% + 73.43%,20,
same,珂莱塔,常态攻击,damage,必要性手段第三段伤害,必要性手段第三段伤害,139.93%+23.33%*4,139.93% + 23.33%*4,20,
same,珂莱塔,常态攻击,damage,重击伤害,重击伤害,22.82%*2+22.82%*2+60.84%,22.82%*2 + 22.82%*2 + 60.84%,20,
same,珂莱塔,常态攻击,damage,限制性策略伤害,限制性策略伤害,34.23%*2+34.23%*2+91.26%,34.23%*2 + 34.23%*2 + 91.26%,20,
same,珂莱塔,常态攻击,damage,空中攻击伤害,空中攻击伤害,104.78%,104.78%,20,
same,珂莱塔,常态攻击,damage,礼节性问候伤害,礼节性问候伤害,107.99%+131.99%,107.99% + 131.99%,20,
same,珂莱塔,常态攻击,damage,闪避反击伤害,闪避反击伤害,103.77%+137.55%,103.77% + 137.55%,20,
unmapped_official,珂莱塔,共鸣技能,damage,技能伤害,,,144.11% + 144.11%,,
same,珂莱塔,共鸣技能,damage,示我璀璨伤害,示我璀璨伤害,112.73%+112.73%+338.18%,112.73% + 112.73% + 338.18%,20,
same,珂莱塔,共鸣回路,damage,末路见行伤害,末路见行伤害,66.83%*5+501.21%,66.83%*5 + 501.21%,20,
unmapped_official,珂莱塔,共鸣解放,damage,技能伤害,,,402.71%,,
same,珂莱塔,共鸣解放,damage,死兆伤害,死兆伤害,183.64%+14.50%*4,183.64% + 14.50%*4,20,
same,珂莱塔,共鸣解放,damage,致死以终伤害,致死以终伤害,644.33%,644.33%,20,
unmapped_official,珂莱塔,变奏技能,damage,技能伤害,,,178.93% + 59.65%*2,,
same,椿,常态攻击,damage,第一段伤害,第一段伤害,62.53%,62.53%,20,
same,椿,常态攻击,damage,第二段伤害,第二段伤害,46.48%*2,46.48%*2,20,
same,椿,常态攻击,damage,第三段伤害,第三段伤害,50.70%*3,50.70%*3,20,
same,椿,常态攻击,damage,第四段伤害,第四段伤害,24.70%*20,24.70%*20,20,
same,椿,常态攻击,damage,第五段伤害,第五段伤害,48.17%*4,48.17%*4,20,
same,椿,常态攻击,damage,重击伤害,重击伤害,88.14%*3,88.14%*3,20,
same,椿,常态攻击,damage,空中攻击伤害,空中攻击伤害,65.61%*2,65.61%*2,20,
same,椿,常态攻击,damage,闪避反击伤害,闪避反击伤害,99.40%*3,99.40%*3,20,
same,椿,共鸣技能,damage,红椿盛绽伤害,红椿盛绽伤害,113.62%*2,113.62%*2,20,
same,椿,共鸣技能,damage,蔓舞第一段伤害,蔓舞第一段伤害,96.33%,96.33%,20,
same,椿,共鸣技能,damage,蔓舞第二段伤害,蔓舞第二段伤害,45.63%*2,45.63%*2,20,
same,椿,共鸣技能,damage,蔓舞第三段伤害,蔓舞第三段伤害,21.95%*6,21.95%*6,20,
same,椿,共鸣技能,damage,蔓舞第四段伤害,蔓舞第四段伤害,67.59%*3,67.59%*3,20,
same,椿,共鸣技能,damage,烬华蔓舞伤害,烬华蔓舞伤害,21.95%*19,21.95%*19,20,
same,椿,共鸣技能,damage,黯蕊猎心伤害,黯蕊猎心伤害,52.61%*5,52.61%*5,20,
same,椿,共鸣技能,damage,旋舞伤害,旋舞伤害,52.95%*3,52.95%*3,20,
same,椿,共鸣技能,damage,偿赎伤害,偿赎伤害,113.33%*2,113.33%*2,20,
same,椿,共鸣回路,damage,一日花伤害,一日花伤害,1262.45%,1262.45%,20,
unmapped_official,椿,共鸣解放,damage,技能伤害,,,1202.81%,,
unmapped_official,椿,变奏技能,damage,技能伤害,,,198.81%,,
same,守岸人,常态攻击,damage,普攻第一段伤害,普攻第一段伤害,31.78%,31.78%,20,
same,守岸人,常态攻击,damage,普攻第二段伤害,普攻第二段伤害,23.86%*2,23.86%*2,20,
same,守岸人,常态攻击,damage,普攻第三段伤害,普攻第三段伤害,23.32%*3,23.32%*3,20,
same,守岸人,常态攻击,damage,普攻第四段伤害,普攻第四段伤害,72.72%,72.72%,20,
same,守岸人,常态攻击,damage,重击伤害,重击伤害,45.81%,45.81%,20,
same,守岸人,常态攻击,damage,下落攻击伤害,下落攻击伤害,73.96%,73.96%,20,
same,守岸人,常态攻击,damage,闪避反击伤害,闪避反击伤害,87.48%*2,87.48%*2,20,
same,守岸人,共鸣技能,damage,黯星·蝶伤害,黯星·蝶伤害,31.31%,31.31%,20,
equivalent,守岸人,共鸣技能,healing,治疗量,治疗量,1313+5.97%,1313 + 5.97%生命,20,
same,守岸人,共鸣回路,damage,耀星·蝶伤害,耀星·蝶伤害,37.29%,37.29%,20,
same,守岸人,共鸣回路,damage,演绎伤害,演绎伤害,18.97%*5,18.97%*5,20,
same,守岸人,共鸣回路,damage,衍变伤害,衍变伤害,73.96%,73.96%,20,
equivalent,守岸人,共鸣解放,healing,治疗量,治疗量,438+2.39%,438 + 2.39%生命,20,
same,守岸人,变奏技能,damage,启迪伤害,启迪伤害,45.30%*5,45.30%*5,20,
equivalent,守岸人,变奏技能,damage,洞悉伤害,洞悉伤害,19.64%*3,19.64%*3生命,20,
equivalent,守岸人,变奏技能,healing,启迪治疗量,启迪治疗量,259+1.20%,259 + 1.20%生命,20,
equivalent,守岸人,变奏技能,healing,洞悉治疗量,洞悉治疗量,289+1.32%,289 + 1.32%生命,20,
same,折枝,常态攻击,damage,第一段伤害,第一段伤害,41.76%*2,41.76%*2,19,
same,折枝,常态攻击,damage,第二段伤害,第二段伤害,20.55%*5,20.55%*5,19,
same,折枝,常态攻击,damage,第三段伤害,第三段伤害,133.61%,133.61%,19,
same,折枝,常态攻击,damage,重击伤害,重击伤害,112.72%,112.72%,19,
same,折枝,常态攻击,damage,空中攻击伤害,空中攻击伤害,24.95%*5+104.78%,24.95%*5 + 104.78%,19,
same,折枝,常态攻击,damage,闪避反击伤害,闪避反击伤害,29.07%*5,29.07%*5,19,
same,折枝,共鸣技能,damage,短按技能伤害,短按技能伤害,98.42%*3,98.42%*3,19,
same,折枝,共鸣技能,damage,长按技能伤害,长按技能伤害,98.42%*3,98.42%*3,19,
same,折枝,共鸣技能,damage,空中短按伤害,空中短按伤害,98.42%*3,98.42%*3,19,
same,折枝,共鸣回路,damage,重击·构形伤害,重击·构形伤害,83.01%*3,83.01%*3,19,
same,折枝,共鸣回路,damage,神来之笔伤害,神来之笔伤害,298.22%,298.22%,19,
same,折枝,共鸣回路,damage,极意·神来之笔伤害,极意·神来之笔伤害,119.29%*3,119.29%*3,19,
same,折枝,共鸣解放,damage,墨鹤伤害,墨鹤伤害,65.21%,65.21%,19,
unmapped_official,折枝,变奏技能,damage,技能伤害,,,86.16%*3,,
same,相里要,常态攻击,damage,第一段伤害,第一段伤害,33.11%*2,33.11%*2,20,
same,相里要,常态攻击,damage,第二段伤害,第二段伤害,99.61%,99.61%,20,
same,相里要,常态攻击,damage,第三段伤害,第三段伤害,39.76%*3,39.76%*3,20,
same,相里要,常态攻击,damage,第四段伤害,第四段伤害,53.05%*2+26.53%,53.05%*2 + 26.53%,20,
same,相里要,常态攻击,damage,第五段伤害,第五段伤害,198.81%,198.81%,20,
same,相里要,常态攻击,damage,重击伤害,重击伤害,82.81%*2,82.81%*2,20,
same,相里要,常态攻击,damage,空中攻击伤害,空中攻击伤害,123.27%,123.27%,20,
same,相里要,常态攻击,damage,闪避反击伤害,闪避反击伤害,238.58%,238.58%,20,
unmapped_official,相里要,共鸣技能,damage,技能伤害,,,198.81%,,
same,相里要,共鸣回路,damage,应刃伤害,应刃伤害,397.82%,397.82%,20,
same,相里要,共鸣回路,damage,万方法则伤害,万方法则伤害,95.73%*4+255.28%,95.73%*4 + 255.28%,20,
same,相里要,共鸣回路,damage,解裂重构伤害,解裂重构伤害,21.87%*4+65.61%*2,21.87%*4 + 65.61%*2,20,
same,相里要,共鸣解放,damage,思维矩阵伤害,思维矩阵伤害,1466.06%,1466.06%,20,
same,相里要,共鸣解放,damage,枢机·勘破第一段伤害,枢机·勘破第一段伤害,119.67%,119.67%,20,
same,相里要,共鸣解放,damage,枢机·勘破第二段伤害,枢机·勘破第二段伤害,60.92%*4,60.92%*4,20,
same,相里要,共鸣解放,damage,枢机·勘破第三段伤害,枢机·勘破第三段伤害,133.25%*2,133.25%*2,20,
same,相里要,共鸣解放,damage,一相万殊伤害,一相万殊伤害,49.59%*3+173.55%*2,49.59%*3 + 173.55%*2,20,
same,相里要,共鸣解放,damage,知无定形伤害,知无定形伤害,38.83%*2+310.58%,38.83%*2 + 310.58%,20,
unmapped_official,相里要,变奏技能,damage,技能伤害,,,99.41%*2,,
same,长离,常态攻击,damage,普攻第一段伤害,普攻第一段伤害,29.49%*2,29.49%*2,19,
same,长离,常态攻击,damage,普攻第二段伤害,普攻第二段伤害,35.49%*2,35.49%*2,19,
same,长离,常态攻击,damage,普攻第三段伤害,普攻第三段伤害,36.45%*3,36.45%*3,19,
same,长离,常态攻击,damage,普攻第四段伤害,普攻第四段伤害,50.70%+29.58%*4,50.70% + 29.58%*4,19,
same,长离,常态攻击,damage,空中攻击第一段伤害,空中攻击第一段伤害,61.35%,61.35%,19,
same,长离,常态攻击,damage,空中攻击第二段伤害,空中攻击第二段伤害,50.87%*2,50.87%*2,19,
same,长离,常态攻击,damage,空中攻击第三段伤害,空中攻击第三段伤害,44.00%*3,44.00%*3,19,
same,长离,常态攻击,damage,空中攻击第四段伤害,空中攻击第四段伤害,38.03%+22.18%*4,38.03% + 22.18%*4,19,
same,长离,共鸣技能,damage,心眼·劫伤害,心眼·劫伤害,81.88%*3+163.76%,81.88%*3 + 163.76%,19,
same,长离,共鸣技能,damage,心眼·征伤害,心眼·征伤害,58.95%*2+82.52%+94.31%,58.95%*2 + 82.52% + 94.31%,19,
same,长离,共鸣技能,damage,心眼·冲伤害,心眼·冲伤害,72.68%+109.02%,72.68% + 109.02%,19,
same,长离,共鸣回路,damage,焚身以火伤害,焚身以火伤害,39.25%*5+457.85%,39.25%*5 + 457.85%,19,
unmapped_official,长离,共鸣解放,damage,技能伤害,,,1212.75%,,
unmapped_official,长离,变奏技能,damage,技能伤害,,,44.50% + 25.96%*4,,
same,今汐,常态攻击,damage,第一段伤害,第一段伤害,66.47%,66.47%,19,
same,今汐,常态攻击,damage,第二段伤害,第二段伤害,38.99%+19.50%*3,38.99% + 19.50%*3,19,
same,今汐,常态攻击,damage,第三段伤害,第三段伤害,10.65%*7+31.94%,10.65%*7 + 31.94%,19,
same,今汐,常态攻击,damage,第四段伤害,第四段伤害,63.09%+94.63%,63.09% + 94.63%,19,
same,今汐,常态攻击,damage,重击伤害,重击伤害,23.86%*5+35.79%+83.51%,23.86%*5 + 35.79% + 83.51%,19,
same,今汐,常态攻击,damage,空中攻击伤害,空中攻击伤害,12.33%+24.66%+86.29%,12.33% + 24.66% + 86.29%,19,
same,今汐,常态攻击,damage,闪避反击伤害,闪避反击伤害,14.68%*7+44.02%,14.68%*7 + 44.02%,19,
unmapped_official,今汐,共鸣技能,damage,流光夕影伤害,,,19.46%*4 + 77.84%,,
same,今汐,共鸣技能,damage,神霓飞芒伤害,神霓飞芒伤害,9.87%*4+29.59%*4+39.45%,9.87%*4 + 29.59%*4 + 39.45%,19,
same,今汐,共鸣回路,damage,凌霄·普攻第一段伤害,凌霄·普攻第一段伤害,88.62%,88.62%,19,
same,今汐,共鸣回路,damage,凌霄·普攻第二段伤害,凌霄·普攻第二段伤害,77.97%+25.99%+25.99%,77.97% + 25.99% + 25.99%,19,
same,今汐,共鸣回路,damage,凌霄·普攻第三段伤害,凌霄·普攻第三段伤害,99.44%+66.30%,99.44% + 66.30%,19,
same,今汐,共鸣回路,damage,凌霄·普攻第四段伤害,凌霄·普攻第四段伤害,18.67%*6+74.67%,18.67%*6 + 74.67%,19,
same,今汐,共鸣回路,damage,凌霄·重击伤害,凌霄·重击伤害,47.72%+111.34%,47.72% + 111.34%,19,
same,今汐,共鸣回路,damage,凌霄·闪避反击伤害,凌霄·闪避反击伤害,43.89%+32.92%*2+109.71%,43.89% + 32.92%*2 + 109.71%,19,
same,今汐,共鸣回路,damage,逐天取月技能伤害,逐天取月技能伤害,100.76%+75.57%*2+251.90%,100.76% + 75.57%*2 + 251.90%,19,
same,今汐,共鸣回路,damage,惊龙破空·熠日伤害,惊龙破空·熠日伤害,19.89%*6,19.89%*6,19,
same,今汐,共鸣回路,damage,惊龙破空·炳星伤害,惊龙破空·炳星伤害,347.92%,347.92%,19,
unmapped_official,今汐,共鸣解放,damage,技能伤害,,,499.81% + 1166.22%,,
unmapped_official,今汐,变奏技能,damage,技能伤害,,,159.05%,,
same,吟霖,常态攻击,damage,第一段伤害,第一段伤害,28.81%,28.81%,20,
same,吟霖,常态攻击,damage,第二段伤害,第二段伤害,33.82%*2,33.82%*2,20,
same,吟霖,常态攻击,damage,第三段伤害,第三段伤害,13.99%*7,13.99%*7,20,
same,吟霖,常态攻击,damage,第四段伤害,第四段伤害,75.16%,75.16%,20,
same,吟霖,常态攻击,damage,重击伤害,重击伤害,29.83%*2,29.83%*2,20,
same,吟霖,常态攻击,damage,空中攻击伤害,空中攻击伤害,123.27%,123.27%,20,
same,吟霖,常态攻击,damage,闪避反击伤害,闪避反击伤害,24.22%*7,24.22%*7,20,
same,吟霖,共鸣技能,damage,磁殛咆哮伤害,磁殛咆哮伤害,59.65%*3,59.65%*3,20,
same,吟霖,共鸣技能,damage,召雷磁爆伤害,召雷磁爆伤害,89.47%*4,89.47%*4,20,
same,吟霖,共鸣技能,damage,磁殛爆发伤害,磁殛爆发伤害,19.89%,19.89%,20,
same,吟霖,共鸣回路,damage,千面魅影伤害,千面魅影伤害,178.93%*2,178.93%*2,20,
same,吟霖,共鸣回路,damage,审判之雷伤害,审判之雷伤害,78.64%,78.64%,20,
unmapped_official,吟霖,共鸣解放,damage,技能伤害,,,116.56%*7,,
unmapped_official,吟霖,变奏技能,damage,技能伤害,,,14.32%*10,,
same,忌炎,常态攻击,damage,第一段伤害,第一段伤害,73.16%,73.16%,20,
same,忌炎,常态攻击,damage,第二段伤害,第二段伤害,43.73%,43.73%,20,
same,忌炎,常态攻击,damage,第三段伤害,第三段伤害,36.38%*5,36.38%*5,20,
same,忌炎,常态攻击,damage,第四段伤害,第四段伤害,66.20%*2,66.20%*2,20,
same,忌炎,常态攻击,damage,第五段伤害,第五段伤害,23.60%*7+153.45%*2,23.60%*7+153.45%*2,20,
same,忌炎,常态攻击,damage,重击伤害,重击伤害,22.20%*6,22.20%*6,20,
same,忌炎,常态攻击,damage,凌空击伤害,凌空击伤害,105.96%,105.96%,20,
same,忌炎,常态攻击,damage,潜渊斩伤害,潜渊斩伤害,81.71%,81.71%,20,
